Open,High,Low,Close,Adj Close,Volume
155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,152.9886932373047,115366700
153.5,155.4499969482422,145.80999755859375,146.5,145.0575714111328,142689800
142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,141.1563720703125,182602000
144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,145.66156005859375,113990900
145.5500030517578,147.52000427246094,144.17999267578125,145.5399932861328,144.10702514648438,86643800
148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,147.77061462402344,78336300
146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,139.43350219726562,109742900
139.8800048828125,141.66000366210938,136.60000610351562,137.35000610351562,135.99766540527344,136095600
139.08999633789062,140.6999969482422,132.61000061035156,137.58999633789062,136.23529052734375,137426100
137.7899932861328,143.25999450683594,137.64999389648438,143.11000061035156,141.70094299316406,117726300
140.80999755859375,141.97000122070312,137.3300018310547,140.36000061035156,138.97802734375,104132700
138.42999267578125,141.7899932861328,138.33999633789062,140.52000427246094,139.13644409179688,92482700
137.38999938964844,144.33999633789062,137.13999938964844,143.77999877929688,142.3643341064453,90601500
145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,148.1666717529297,90978500
149.07000732421875,150.66000366210938,146.83999633789062,148.83999633789062,147.37452697753906,103718400
149.89999389648438,151.74000549316406,147.67999267578125,148.7100067138672,147.24581909179688,74286600
147.8300018310547,151.27000427246094,146.86000061035156,151.2100067138672,149.72120666503906,72348100
146.89999389648438,147.97000122070312,144.4600067138672,145.3800048828125,143.9486083984375,88570300
147.02999877929688,148.57000732421875,144.89999389648438,146.13999938964844,144.7011260986328,71598400
144.35000610351562,149.0,144.10000610351562,148.7100067138672,147.24581909179688,67808200
148.5800018310547,149.8699951171875,147.4600067138672,147.9600067138672,146.50320434570312,53950200
147.0800018310547,147.9499969482422,142.52999877929688,142.63999938964844,141.23558044433594,69473000
140.27999877929688,140.75999450683594,137.05999755859375,137.1300048828125,135.77984619140625,91437900
132.8699951171875,135.1999969482422,131.44000244140625,131.8800048828125,130.58152770996094,122207100
133.1300048828125,133.88999938964844,131.47999572753906,132.75999450683594,131.45285034179688,84784300
134.2899932861328,137.33999633789062,132.16000366210938,135.42999267578125,134.0965576171875,91533000
132.0800018310547,132.38999938964844,129.0399932861328,130.05999755859375,128.7794189453125,108123900
130.07000732421875,133.0800018310547,129.80999755859375,131.55999755859375,130.26467895507812,134520300
133.4199981689453,137.05999755859375,133.32000732421875,135.8699951171875,134.53221130371094,81000500
134.7899932861328,137.75999450683594,133.91000366210938,135.35000610351562,134.01736450195312,73409200
136.82000732421875,138.58999633789062,135.6300048828125,138.27000427246094,136.90859985351562,72433800
139.89999389648438,141.91000366210938,139.77000427246094,141.66000366210938,140.2652130126953,89116800
142.6999969482422,143.49000549316406,140.97000122070312,141.66000366210938,140.2652130126953,70207900
142.1300048828125,143.4199981689453,137.32000732421875,137.44000244140625,136.0867919921875,67083400
137.4600067138672,140.6699981689453,136.6699981689453,139.22999572753906,137.85916137695312,66242400
137.25,138.3699951171875,133.77000427246094,136.72000122070312,135.3738555908203,98964500
136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,137.5620880126953,71051600
137.77000427246094,141.61000061035156,136.92999267578125,141.55999755859375,140.1662139892578,73353800
141.35000610351562,144.1199951171875,141.0800018310547,142.9199981689453,141.51280212402344,74064300
143.2899932861328,146.5500030517578,143.27999877929688,146.35000610351562,144.9090576171875,66253700
145.25999450683594,147.5500030517578,145.0,147.0399932861328,145.59222412109375,64547800
145.6699981689453,146.63999938964844,143.77999877929688,144.8699951171875,143.44358825683594,63141600
145.75999450683594,148.4499969482422,145.0500030517578,145.86000061035156,144.42388916015625,77588800
142.99000549316406,146.4499969482422,142.1199951171875,145.49000549316406,144.05752563476562,71185600
144.0800018310547,148.9499969482422,143.25,148.47000122070312,147.00816345214844,78140700
149.77999877929688,150.86000061035156,148.1999969482422,150.1699981689453,148.69142150878906,76259900
150.74000549316406,151.57000732421875,146.6999969482422,147.07000732421875,145.62196350097656,81420900
147.9199981689453,151.22999572753906,146.91000366210938,151.0,149.5132598876953,82982400
151.1199951171875,153.72000122070312,150.3699951171875,153.0399932861328,151.53317260742188,64823400
154.5,155.57000732421875,151.94000244140625,155.35000610351562,153.8204345703125,65086600
155.38999938964844,156.27999877929688,153.41000366210938,154.08999633789062,152.57284545898438,66675400
154.00999450683594,155.0399932861328,152.27999877929688,152.9499969482422,151.4440460205078,53623900
152.25999450683594,153.08999633789062,150.8000030517578,151.60000610351562,150.10736083984375,55138700
152.5800018310547,157.3300018310547,152.16000366210938,156.7899932861328,155.24624633789062,78620700
156.97999572753906,157.63999938964844,154.41000366210938,157.35000610351562,155.80075073242188,81378700
161.24000549316406,163.6300048828125,159.5,162.50999450683594,160.90992736816406,101786900
161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,159.91978454589844,67829400
160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,158.4345703125,59907000
160.83999633789062,166.58999633789062,160.75,166.1300048828125,164.49429321289062,82507500
166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,164.1774444580078,55474100
163.2100067138672,165.85000610351562,163.0,165.35000610351562,163.9493865966797,56697000
166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,163.47344970703125,60276900
